age,gender,first_generation_college,international_student,residency_status,high_school_gpa,sat_score,act_score,advanced_courses_taken,extracurricular_activities,major,enrollment_status,semester_credits,admission_type,starting_semester,family_income,financial_aid_received,pell_grant_eligible (scholarship),student_loan_amount,has_campus_job,current_gpa,credits_completed,courses_failed,courses_withdrawn,attendance_rate,study_hours_per_week,library_visits_per_month,tutoring_sessions_attended,advisor_meetings,clubs_joined,living_arrangement,has_disability,distance_from_campus_miles,work_hours_per_week,dropped_out
20,Male,Yes,No,Out-of-state,2.94,1073.0,23,1,1,Education,Full-time,15,Regular,Spring,$30k-$60k,Yes,Yes,1319,Yes,3.68,15,1,0,76.2,6,2,2,2,0,On-campus,No,25,1,No
21,Male,Yes,Yes,Out-of-state,3.7,1101.0,27,2,2,Education,Full-time,15,Transfer,Fall,<$30k,Yes,No,7262,No,2.7,9,0,0,91.4,8,4,3,1,0,On-campus,No,31,10,No
18,Male,No,No,International,3.74,1014.0,21,4,0,Business,Full-time,15,Regular,Fall,$100k+,No,No,16886,No,2.68,18,2,1,92.0,21,6,4,1,0,Commuter,No,5,0,No
20,Male,No,No,Out-of-state,3.35,1129.0,19,5,2,Computer Science,Full-time,15,Regular,Fall,$30k-$60k,Yes,Yes,17614,No,2.11,13,0,0,94.2,42,5,0,1,0,On-campus,No,11,4,No
22,Male,No,No,In-state,2.52,854.0,24,0,3,Engineering,Full-time,12,Regular,Spring,$30k-$60k,No,Yes,2029,No,3.34,63,0,1,65.7,7,4,2,3,2,On-campus,No,13,5,No
22,Female,No,Yes,In-state,2.99,1180.0,19,2,0,Engineering,Full-time,15,Early Decision,Summer,$100k+,No,No,8218,No,3.17,60,0,1,92.9,2,9,2,3,0,Off-campus,No,53,25,Yes
17,Male,No,No,In-state,3.03,1161.0,28,3,4,Business,Part-time,9,Regular,Fall,$60k-$100k,Yes,No,49608,Yes,3.66,67,1,1,63.2,3,2,3,0,0,At home,Yes,19,2,Yes
19,Female,Yes,Yes,Out-of-state,3.82,1231.0,22,2,4,Engineering,Full-time,18,Regular,Spring,$100k+,No,Yes,12205,No,1.62,6,1,1,85.6,12,5,3,1,1,At home,No,9,1,No
23,Female,No,No,In-state,3.87,1258.0,25,2,6,Education,Part-time,3,Regular,Fall,$60k-$100k,Yes,Yes,13895,No,3.36,40,0,0,82.4,12,11,2,1,1,Commuter,No,14,7,No
17,Female,Yes,Yes,In-state,3.19,1265.0,23,3,3,Business,Full-time,12,Regular,Fall,$60k-$100k,No,No,8332,No,3.04,33,2,0,59.7,16,5,4,3,0,On-campus,No,4,15,No
17,Female,Yes,No,In-state,3.8,1323.0,23,3,1,Engineering,Full-time,18,Regular,Fall,$60k-$100k,Yes,No,18416,Yes,1.44,15,1,0,88.5,23,1,1,1,3,On-campus,No,3,5,Yes
19,Female,No,Yes,In-state,3.25,1021.0,23,1,3,Arts & Sciences,Full-time,18,Regular,Fall,$30k-$60k,Yes,No,2438,Yes,2.92,39,1,1,79.8,7,6,1,2,4,At home,Yes,6,12,No
23,Female,Yes,No,International,3.39,1194.0,20,3,2,Health Sciences,Full-time,18,Transfer,Spring,$60k-$100k,No,Yes,5157,Yes,2.9,25,2,1,79.8,2,5,4,1,1,At home,No,19,2,No
19,Female,Yes,No,In-state,3.67,1109.0,24,4,3,Business,Full-time,15,Regular,Fall,$100k+,Yes,Yes,26746,No,3.88,20,0,0,72.2,4,2,2,0,3,At home,No,20,0,No
17,Female,No,No,International,2.73,1176.0,17,3,1,Business,Part-time,3,Regular,Fall,$60k-$100k,Yes,No,3272,No,3.52,37,1,0,66.3,0,6,2,1,3,At home,No,23,8,No
19,Female,No,No,International,2.79,1178.0,26,3,1,Arts & Sciences,Part-time,3,Regular,Fall,$100k+,No,Yes,4563,No,2.67,17,1,0,58.3,30,5,2,4,4,On-campus,No,13,32,Yes
26,Female,No,No,Out-of-state,3.49,1033.0,29,4,1,Engineering,Full-time,18,Regular,Spring,$30k-$60k,Yes,No,494,No,2.63,41,1,0,64.8,1,6,0,2,4,Off-campus,No,10,20,No
21,Female,No,No,In-state,3.5,893.0,18,5,1,Arts & Sciences,Full-time,18,Regular,Fall,$30k-$60k,Yes,No,9697,No,2.91,103,0,0,87.1,4,3,1,3,5,On-campus,Yes,13,1,No
17,Male,No,No,In-state,3.8,996.0,22,3,2,Computer Science,Full-time,18,Regular,Fall,<$30k,Yes,No,4300,Yes,2.13,112,0,0,88.8,14,4,3,1,2,At home,No,4,5,Yes
24,Male,No,Yes,In-state,3.57,1074.0,21,4,1,Education,Part-time,6,Regular,Spring,$30k-$60k,Yes,No,47375,No,2.83,9,1,1,76.5,18,3,5,0,1,On-campus,No,0,1,No
17,Male,No,No,Out-of-state,2.24,1153.0,27,3,2,Business,Full-time,12,Regular,Spring,<$30k,Yes,Yes,4523,No,2.93,36,2,0,92.5,6,3,1,0,1,On-campus,No,51,2,No
26,Female,No,No,In-state,2.62,1330.0,23,1,3,Education,Full-time,12,Regular,Fall,$60k-$100k,No,No,12936,Yes,2.11,26,1,5,57.0,0,3,1,1,0,On-campus,No,1,14,Yes
19,Female,No,No,In-state,4.0,1143.0,25,3,3,Arts & Sciences,Full-time,12,Transfer,Fall,$30k-$60k,Yes,No,6934,No,3.43,70,0,1,81.9,60,5,4,0,3,On-campus,No,26,17,Yes
22,Male,No,No,In-state,2.97,1096.0,19,1,1,Arts & Sciences,Full-time,12,Transfer,Fall,$60k-$100k,Yes,No,7720,No,4.0,9,0,1,83.9,32,7,0,3,1,Off-campus,Yes,15,8,No
22,Male,No,No,International,3.22,1239.0,27,2,3,Arts & Sciences,Full-time,18,Regular,Fall,<$30k,Yes,Yes,38525,Yes,2.56,120,2,1,83.8,31,2,0,0,3,On-campus,No,12,8,No
19,Female,Yes,No,In-state,3.64,1275.0,34,4,5,Engineering,Full-time,15,Regular,Fall,$100k+,Yes,Yes,17132,No,3.19,25,1,0,89.6,11,8,1,1,1,Commuter,No,4,0,No
23,Female,Yes,No,In-state,4.0,1163.0,24,5,0,Arts & Sciences,Full-time,18,Regular,Spring,<$30k,Yes,Yes,5926,Yes,2.21,33,0,0,89.5,1,3,3,1,2,On-campus,No,7,4,No
18,Male,Yes,No,International,3.36,1080.0,23,5,1,Health Sciences,Full-time,15,Regular,Spring,$60k-$100k,Yes,Yes,7403,No,2.75,78,0,0,65.2,7,7,1,2,2,At home,No,0,19,No
18,Male,No,No,In-state,2.55,1064.0,21,2,3,Education,Full-time,15,Regular,Fall,$60k-$100k,Yes,No,10017,Yes,3.24,65,1,0,84.4,28,4,0,1,1,On-campus,No,4,1,No
17,Female,No,No,Out-of-state,3.77,850.0,22,1,2,Social Sciences,Full-time,15,Early Decision,Summer,$100k+,Yes,No,7623,No,2.99,77,0,0,64.7,5,3,1,0,2,Off-campus,No,26,1,No
20,Male,No,No,International,3.65,1148.0,16,3,2,Engineering,Full-time,12,Early Decision,Fall,<$30k,Yes,Yes,408,No,3.56,45,1,0,87.2,2,2,1,2,0,Commuter,No,7,6,No
20,Female,No,No,In-state,2.68,1198.0,26,0,0,Engineering,Full-time,12,Regular,Spring,<$30k,Yes,No,340,No,2.37,24,1,0,80.8,10,3,2,0,0,On-campus,Yes,31,14,Yes
17,Female,No,No,In-state,3.34,1266.0,16,5,3,Arts & Sciences,Full-time,12,Early Decision,Spring,$30k-$60k,Yes,No,25343,No,3.57,3,2,0,71.3,4,6,2,4,0,On-campus,No,9,0,Yes
20,Male,No,No,In-state,3.17,1084.0,21,2,5,Social Sciences,Full-time,12,Regular,Fall,$100k+,No,Yes,2110,No,1.31,9,1,1,66.6,0,7,0,3,2,On-campus,No,31,4,Yes
22,Female,No,No,In-state,3.05,1051.0,22,1,8,Engineering,Full-time,18,Regular,Fall,$60k-$100k,Yes,Yes,32003,No,2.19,29,1,0,94.2,5,6,2,4,0,On-campus,No,0,9,No
17,Female,No,No,International,2.82,1284.0,24,2,5,Arts & Sciences,Full-time,15,Early Decision,Fall,$60k-$100k,Yes,No,19898,No,2.29,76,2,0,52.2,7,9,0,1,2,At home,No,11,40,Yes
23,Male,Yes,No,In-state,3.2,1110.0,20,2,1,Social Sciences,Part-time,9,Regular,Fall,<$30k,Yes,No,4352,Yes,2.56,30,0,1,76.8,60,7,0,2,0,Off-campus,No,2,8,No
17,Female,No,No,In-state,3.16,1260.0,30,1,5,Computer Science,Full-time,18,Regular,Fall,$60k-$100k,Yes,No,3234,No,2.59,39,0,0,74.3,19,5,4,1,1,On-campus,No,44,10,No
20,Male,No,No,In-state,4.0,1274.0,33,1,0,Health Sciences,Part-time,6,Regular,Fall,$60k-$100k,No,Yes,1779,No,3.79,35,0,0,82.1,7,4,5,4,2,Commuter,No,6,3,No
22,Male,No,No,In-state,4.0,1425.0,21,1,3,Education,Full-time,15,Regular,Fall,$60k-$100k,Yes,No,17265,Yes,2.22,14,1,1,57.6,9,4,3,1,0,On-campus,No,7,0,No
21,Male,No,No,In-state,3.76,1097.0,22,2,4,Health Sciences,Full-time,18,Regular,Fall,<$30k,No,No,25268,No,2.27,7,1,0,68.4,10,5,1,1,0,At home,No,0,13,No
21,Male,No,No,Out-of-state,2.57,907.0,16,1,2,Business,Full-time,18,Transfer,Summer,$30k-$60k,No,No,23789,Yes,1.38,57,0,0,82.5,30,1,4,2,5,At home,No,41,1,Yes
20,Female,No,No,In-state,4.0,1249.0,16,4,3,Health Sciences,Full-time,18,Regular,Spring,$30k-$60k,No,No,7104,No,1.74,6,1,1,83.1,1,1,1,0,2,At home,No,12,3,Yes
20,Male,No,No,In-state,3.03,1390.0,22,3,2,Arts & Sciences,Full-time,15,Regular,Fall,<$30k,Yes,No,9904,No,2.83,49,0,0,98.6,7,5,1,2,0,Off-campus,No,10,6,No
21,Female,No,No,In-state,4.0,1148.0,26,1,1,Business,Part-time,9,Regular,Spring,$30k-$60k,No,No,5586,No,3.79,53,2,0,91.2,1,3,3,0,1,On-campus,No,0,8,No
18,Female,No,No,In-state,3.26,1281.0,24,2,9,Business,Full-time,18,Regular,Fall,$30k-$60k,Yes,No,20889,No,2.94,51,1,3,79.8,11,4,6,0,1,Commuter,No,17,7,No
20,Female,No,No,In-state,2.96,1275.0,23,0,6,Business,Part-time,6,Transfer,Fall,$60k-$100k,Yes,No,476,No,3.28,17,1,0,91.9,11,1,2,1,5,On-campus,No,14,13,No
17,Female,No,No,In-state,3.36,951.0,27,4,3,Education,Full-time,18,Regular,Fall,<$30k,No,No,21314,Yes,3.05,10,1,0,84.8,15,7,2,1,2,On-campus,No,28,1,No
21,Male,No,No,In-state,3.85,1169.0,21,1,2,Computer Science,Full-time,12,Regular,Spring,<$30k,No,No,5145,No,3.5,28,3,1,79.8,5,4,1,0,0,Commuter,No,5,19,Yes
21,Female,Yes,No,In-state,3.19,1221.0,21,4,6,Health Sciences,Full-time,18,Regular,Summer,<$30k,No,No,28252,No,4.0,10,0,1,73.0,10,10,1,1,3,Off-campus,No,28,1,No
19,Non-binary,Yes,Yes,In-state,3.76,1151.0,23,5,4,Arts & Sciences,Full-time,18,Early Decision,Spring,$30k-$60k,Yes,No,9211,No,3.59,120,0,2,40.1,12,9,5,0,0,Commuter,No,0,14,Yes
18,Female,No,No,Out-of-state,4.0,1208.0,27,5,2,Engineering,Full-time,12,Transfer,Fall,<$30k,No,Yes,3030,Yes,3.27,21,0,0,54.9,0,1,4,1,1,Commuter,No,5,14,Yes
23,Female,No,No,In-state,3.77,1382.0,22,4,5,Engineering,Full-time,18,Regular,Fall,<$30k,No,No,2970,No,2.72,120,1,0,43.0,10,5,2,2,2,At home,No,5,40,No
19,Male,No,No,In-state,3.26,1231.0,18,3,2,Engineering,Full-time,15,Regular,Fall,<$30k,Yes,Yes,14988,No,2.9,23,1,0,76.4,0,4,2,0,0,On-campus,No,12,40,Yes
18,Male,No,Yes,In-state,3.71,1248.0,26,1,3,Health Sciences,Part-time,3,Regular,Fall,$30k-$60k,No,No,1282,No,2.76,34,3,0,87.8,10,1,3,2,1,On-campus,Yes,57,3,No
17,Female,No,No,In-state,3.11,1153.0,29,1,2,Engineering,Full-time,18,Regular,Spring,$100k+,Yes,Yes,16114,No,2.47,96,2,0,91.0,14,3,2,1,2,On-campus,No,8,1,No
27,Male,No,No,International,4.0,1167.0,26,8,2,Engineering,Part-time,6,Transfer,Fall,$60k-$100k,No,Yes,9270,Yes,1.82,15,0,0,77.6,10,5,2,3,0,Off-campus,No,5,6,No
21,Female,Yes,No,International,3.66,1114.0,24,3,3,Computer Science,Full-time,12,Regular,Fall,$100k+,No,No,42519,No,2.81,4,1,1,85.0,13,5,0,2,2,Commuter,No,16,1,No
24,Female,No,No,In-state,2.76,1153.0,25,1,3,Arts & Sciences,Full-time,18,Regular,Fall,$30k-$60k,No,No,17574,No,1.47,90,0,0,56.7,6,5,1,1,0,Commuter,No,39,7,Yes
21,Male,Yes,No,In-state,3.34,1310.0,18,3,2,Arts & Sciences,Full-time,15,Early Decision,Fall,$60k-$100k,Yes,Yes,15903,No,3.19,120,2,1,87.2,19,2,3,0,2,Commuter,No,8,6,Yes
21,Female,No,No,In-state,3.65,1182.0,16,2,6,Arts & Sciences,Full-time,12,Regular,Fall,$100k+,Yes,Yes,4888,No,2.83,21,1,0,75.7,14,11,4,1,0,At home,No,13,24,No
22,Female,No,No,In-state,3.61,1262.0,26,8,2,Computer Science,Full-time,15,Regular,Summer,$30k-$60k,Yes,No,2301,No,2.05,30,1,0,77.7,0,1,2,3,2,Commuter,No,8,13,No
18,Female,Yes,No,In-state,3.96,1469.0,25,4,1,Education,Full-time,18,Regular,Spring,$60k-$100k,Yes,No,739,Yes,3.5,17,3,0,80.0,11,5,3,2,1,On-campus,No,19,1,No
17,Male,Yes,Yes,In-state,3.62,921.0,30,8,3,Health Sciences,Full-time,15,Regular,Fall,$100k+,Yes,No,5930,No,4.0,2,0,1,72.9,3,3,0,2,2,On-campus,No,23,35,Yes
28,Female,No,No,Out-of-state,3.4,1009.0,24,2,5,Arts & Sciences,Full-time,18,Early Decision,Fall,$30k-$60k,Yes,No,17806,No,3.22,11,0,0,91.9,3,2,2,3,1,On-campus,No,23,0,Yes
17,Male,No,No,In-state,3.21,1315.0,31,4,4,Education,Full-time,15,Regular,Spring,$30k-$60k,Yes,Yes,5969,No,2.25,5,0,0,80.8,11,3,0,1,3,Commuter,No,26,1,No
17,Female,No,No,In-state,2.77,1379.0,24,3,2,Engineering,Full-time,18,Regular,Fall,$30k-$60k,No,No,36629,Yes,2.9,39,0,0,90.6,4,2,1,4,1,At home,No,7,3,Yes
18,Male,Yes,No,In-state,3.58,1097.0,30,0,0,Business,Full-time,12,Regular,Fall,$60k-$100k,No,Yes,4409,No,3.98,12,0,0,89.6,11,0,0,1,1,At home,No,45,4,No
21,Female,No,No,In-state,3.37,1298.0,27,4,6,Business,Full-time,18,Regular,Fall,$30k-$60k,Yes,Yes,7096,No,2.81,12,0,1,71.0,22,5,3,1,1,At home,No,20,1,No
22,Male,No,No,Out-of-state,3.2,1219.0,27,1,5,Social Sciences,Full-time,12,Early Decision,Fall,$30k-$60k,Yes,No,6108,No,2.43,108,1,0,84.0,0,4,3,0,0,Commuter,No,17,3,No
19,Female,Yes,No,In-state,3.31,1226.0,18,6,0,Health Sciences,Full-time,12,Regular,Fall,$60k-$100k,Yes,No,12058,No,3.39,92,0,1,63.8,2,1,2,0,1,Off-campus,No,8,25,No
19,Male,No,No,Out-of-state,2.73,1257.0,19,4,5,Business,Full-time,18,Regular,Spring,$60k-$100k,Yes,No,24045,No,3.01,48,1,1,97.0,9,2,1,3,3,Commuter,No,8,4,No
24,Male,Yes,No,In-state,2.62,1389.0,16,2,3,Computer Science,Full-time,18,Regular,Spring,<$30k,Yes,Yes,1616,No,3.08,70,0,0,70.4,22,2,1,2,2,On-campus,No,18,21,No
19,Female,No,No,Out-of-state,3.09,1008.0,21,2,2,Engineering,Full-time,12,Regular,Spring,$100k+,Yes,No,5345,No,2.2,97,0,0,84.6,19,3,4,0,1,At home,Yes,0,7,No
17,Male,No,No,Out-of-state,3.36,1069.0,22,6,6,Arts & Sciences,Full-time,15,Regular,Fall,$30k-$60k,No,Yes,10613,No,3.26,110,0,0,81.8,2,2,2,4,1,On-campus,No,14,0,No
25,Male,No,No,International,3.29,1113.0,22,3,1,Engineering,Full-time,18,Early Decision,Fall,$100k+,Yes,Yes,11321,Yes,1.83,25,1,0,72.7,5,2,1,2,2,On-campus,No,57,15,No
17,Female,No,No,Out-of-state,3.66,1001.0,17,4,2,Arts & Sciences,Full-time,18,Regular,Spring,$100k+,No,Yes,6656,Yes,2.54,57,0,1,65.8,6,2,1,1,0,On-campus,No,29,3,Yes
19,Male,No,Yes,In-state,3.35,1231.0,30,4,1,Arts & Sciences,Full-time,15,Regular,Fall,$30k-$60k,Yes,Yes,3327,Yes,2.9,11,1,0,64.3,3,6,4,3,1,Commuter,No,1,21,Yes
19,Male,No,Yes,In-state,3.73,1047.0,28,5,2,Engineering,Part-time,3,Transfer,Fall,<$30k,Yes,No,568,No,1.91,27,2,1,79.8,23,3,1,2,0,On-campus,No,5,4,Yes
22,Female,Yes,No,In-state,2.96,1139.0,20,1,4,Arts & Sciences,Full-time,12,Regular,Spring,$30k-$60k,Yes,No,9829,No,3.53,11,1,0,97.1,1,7,2,2,3,On-campus,Yes,5,12,Yes
20,Male,No,No,Out-of-state,4.0,1169.0,22,4,2,Engineering,Part-time,6,Regular,Fall,$30k-$60k,Yes,No,2064,No,3.13,3,0,1,86.9,17,3,2,1,2,On-campus,No,6,1,No
27,Male,No,No,In-state,3.11,1213.0,21,1,5,Health Sciences,Full-time,15,Regular,Fall,$30k-$60k,Yes,Yes,30599,No,3.01,100,1,0,87.6,8,7,3,3,1,Off-campus,No,6,3,No
20,Female,No,No,In-state,2.42,1056.0,21,2,2,Business,Full-time,18,Regular,Spring,$60k-$100k,Yes,Yes,98790,No,3.16,52,0,1,78.7,1,5,3,1,0,At home,No,0,2,No
19,Female,No,No,In-state,3.27,1167.0,22,2,4,Business,Full-time,12,Regular,Fall,$100k+,Yes,No,17880,No,2.76,24,0,0,69.8,0,2,4,0,3,On-campus,No,2,10,No
21,Female,Yes,No,In-state,3.59,918.0,24,5,3,Computer Science,Full-time,12,Regular,Spring,$30k-$60k,Yes,Yes,2586,Yes,3.24,1,0,1,52.8,10,3,2,1,1,At home,No,31,2,Yes
19,Male,Yes,No,Out-of-state,2.99,1164.0,23,5,2,Business,Part-time,6,Regular,Fall,$100k+,Yes,Yes,438,No,3.04,55,1,0,91.9,23,1,2,0,0,At home,No,5,2,No
17,Male,Yes,No,In-state,2.86,956.0,20,1,3,Health Sciences,Part-time,9,Regular,Fall,$60k-$100k,Yes,No,7464,No,3.85,37,1,1,87.8,13,2,1,0,1,On-campus,No,24,0,No
21,Male,No,No,In-state,2.43,1124.0,29,4,2,Business,Full-time,18,Regular,Summer,$100k+,Yes,Yes,20218,No,2.67,34,1,1,76.4,4,1,1,2,2,Off-campus,No,30,3,No
22,Male,Yes,No,Out-of-state,4.0,1336.0,22,4,7,Business,Part-time,9,Regular,Fall,$30k-$60k,No,Yes,675,No,2.6,2,0,0,81.3,23,2,1,0,1,Off-campus,No,16,7,No
19,Male,No,No,In-state,3.41,1224.0,30,3,0,Business,Full-time,18,Regular,Fall,$30k-$60k,Yes,Yes,11046,No,2.7,48,0,0,91.5,18,2,3,1,1,Off-campus,No,78,11,No
22,Male,No,No,In-state,3.6,1300.0,23,3,3,Arts & Sciences,Full-time,15,Regular,Spring,$30k-$60k,Yes,Yes,2189,Yes,3.43,34,1,2,57.8,11,2,3,2,1,At home,No,19,4,No
23,Male,Yes,No,In-state,3.0,1370.0,27,3,8,Education,Full-time,15,Regular,Fall,$100k+,Yes,No,6660,No,2.9,4,1,0,55.5,56,3,1,0,3,On-campus,No,8,0,No
21,Male,No,No,In-state,2.92,1170.0,16,1,2,Business,Part-time,3,Early Decision,Spring,<$30k,Yes,Yes,12363,No,2.92,6,0,0,90.9,8,4,0,1,0,At home,No,21,28,No
18,Male,No,No,In-state,3.03,816.0,23,8,4,Engineering,Part-time,9,Regular,Spring,$30k-$60k,No,Yes,20446,No,2.67,4,1,1,61.7,5,0,2,2,0,On-campus,No,7,26,Yes
20,Male,Yes,No,In-state,2.93,891.0,26,3,1,Engineering,Part-time,3,Regular,Fall,$60k-$100k,Yes,No,19355,Yes,2.24,53,1,1,79.8,0,1,2,0,0,On-campus,No,10,1,No
17,Male,No,No,In-state,2.64,1140.0,27,4,4,Arts & Sciences,Full-time,15,Early Decision,Fall,$60k-$100k,Yes,No,875,Yes,2.17,25,0,0,78.2,60,6,1,2,3,On-campus,No,64,12,No
17,Male,No,No,In-state,2.97,1189.0,19,8,2,Education,Part-time,6,Transfer,Fall,<$30k,No,No,13206,No,2.76,16,1,0,89.6,6,3,3,1,2,Commuter,No,20,0,Yes
19,Female,No,Yes,In-state,3.65,1168.0,18,3,2,Engineering,Full-time,15,Regular,Fall,<$30k,No,Yes,12563,No,3.11,10,3,0,89.2,7,5,2,0,0,Off-campus,No,5,15,No
20,Male,No,No,International,3.01,1092.0,23,2,5,Arts & Sciences,Full-time,12,Regular,Fall,$100k+,Yes,No,21170,No,2.51,71,1,1,76.1,20,3,3,2,0,Off-campus,No,16,12,No
21,Male,No,No,In-state,3.87,912.0,20,0,2,Arts & Sciences,Part-time,3,Regular,Fall,$100k+,Yes,No,4897,No,2.49,15,1,0,38.5,0,4,2,1,2,Off-campus,Yes,2,9,No
19,Male,No,Yes,In-state,3.06,1144.0,22,2,1,Engineering,Full-time,12,Regular,Fall,$60k-$100k,No,No,3984,No,1.88,10,1,1,79.3,14,6,3,0,1,On-campus,No,1,1,Yes
17,Male,Yes,No,International,2.49,1283.0,17,4,2,Education,Full-time,18,Regular,Fall,<$30k,Yes,No,11168,No,2.9,120,1,0,55.4,18,2,1,2,4,On-campus,No,8,12,No
17,Male,No,No,International,3.65,1179.0,26,9,7,Engineering,Full-time,15,Transfer,Fall,<$30k,Yes,Yes,3176,No,3.56,34,1,1,65.0,20,7,1,2,0,On-campus,No,0,0,No
20,Male,No,No,Out-of-state,3.44,1046.0,24,3,0,Engineering,Part-time,3,Regular,Spring,$100k+,Yes,Yes,1690,No,1.94,35,1,0,79.8,21,4,7,3,0,Off-campus,No,17,1,Yes
20,Male,Yes,No,In-state,3.6,1130.0,20,4,1,Engineering,Full-time,12,Regular,Fall,<$30k,Yes,No,36321,Yes,2.69,19,0,0,79.8,1,4,2,0,1,Off-campus,No,26,37,Yes
19,Female,No,No,In-state,3.45,1060.0,26,4,2,Engineering,Full-time,15,Regular,Fall,<$30k,Yes,Yes,8776,No,3.01,55,1,0,82.1,10,3,1,0,0,Commuter,No,14,14,No
17,Female,No,No,In-state,2.95,1005.0,23,4,1,Business,Full-time,18,Regular,Fall,$60k-$100k,No,Yes,12863,Yes,2.98,69,0,0,94.7,16,5,3,1,0,Off-campus,No,0,4,Yes
19,Male,No,No,In-state,3.52,1277.0,26,5,1,Engineering,Full-time,15,Regular,Summer,$60k-$100k,Yes,No,9169,No,2.21,5,0,1,85.5,16,6,3,1,2,On-campus,No,4,7,No
27,Female,Yes,Yes,International,3.61,1194.0,19,2,1,Computer Science,Full-time,15,Regular,Fall,$60k-$100k,No,No,7225,No,2.18,38,1,1,82.5,9,3,2,1,0,Off-campus,No,12,8,No
22,Male,Yes,No,In-state,2.08,1304.0,27,4,0,Social Sciences,Full-time,18,Early Decision,Fall,$60k-$100k,No,Yes,27985,No,2.5,32,3,0,82.0,12,5,1,1,2,Commuter,No,16,1,Yes
21,Female,No,No,In-state,3.82,967.0,27,0,4,Business,Full-time,15,Early Decision,Fall,$60k-$100k,No,No,32386,No,3.0,79,0,0,66.5,14,8,0,1,1,On-campus,No,13,15,Yes
19,Male,Yes,No,In-state,3.2,895.0,23,4,6,Computer Science,Full-time,18,Regular,Spring,$60k-$100k,Yes,No,5409,No,3.64,120,0,0,56.3,1,2,2,3,2,On-campus,No,15,4,No
17,Male,No,No,In-state,3.14,1271.0,16,3,3,Business,Full-time,12,Regular,Fall,$100k+,Yes,No,11861,No,2.57,31,0,0,79.8,9,5,1,3,2,On-campus,No,6,17,No
22,Male,No,No,In-state,4.0,1152.0,22,1,4,Business,Full-time,18,Transfer,Fall,$100k+,Yes,No,478,No,1.6,32,2,0,79.1,3,3,1,2,1,On-campus,No,0,2,No
22,Male,Yes,No,Out-of-state,3.25,1156.0,27,3,0,Social Sciences,Full-time,12,Regular,Fall,$100k+,Yes,Yes,14290,No,2.37,120,0,0,82.7,5,3,3,3,0,On-campus,No,26,0,No
21,Female,Yes,No,In-state,3.45,1185.0,29,4,3,Arts & Sciences,Full-time,12,Regular,Fall,$100k+,Yes,Yes,4364,No,2.75,47,2,0,92.1,33,2,0,0,1,On-campus,No,1,24,No
20,Female,No,No,In-state,3.73,1282.0,27,3,2,Business,Full-time,15,Regular,Spring,$60k-$100k,Yes,No,12828,No,2.4,92,1,0,79.9,3,3,1,3,3,At home,No,10,27,No
23,Female,No,No,Out-of-state,3.78,1129.0,24,1,3,Computer Science,Full-time,15,Regular,Fall,$100k+,Yes,No,17064,Yes,1.27,2,0,0,56.3,2,3,2,1,2,On-campus,No,5,5,Yes
22,Male,Yes,No,International,3.67,1267.0,22,4,1,Health Sciences,Full-time,12,Early Decision,Fall,<$30k,Yes,No,2206,No,3.38,4,0,1,83.6,0,3,1,1,1,Commuter,No,12,1,No
18,Female,No,No,Out-of-state,2.35,1066.0,24,2,2,Engineering,Full-time,18,Regular,Spring,$100k+,No,Yes,19861,No,2.52,45,1,1,79.8,10,1,3,1,5,On-campus,No,8,10,No
22,Male,No,No,In-state,3.44,1066.0,16,5,5,Education,Full-time,15,Regular,Spring,$30k-$60k,Yes,No,16741,No,2.11,16,1,1,73.8,27,8,5,1,0,Off-campus,No,9,3,No
22,Female,No,No,In-state,2.87,1242.0,26,3,2,Arts & Sciences,Part-time,9,Regular,Fall,$100k+,Yes,Yes,24573,No,3.54,120,0,1,52.9,14,1,2,2,0,Commuter,No,8,27,Yes
21,Female,Yes,No,In-state,3.43,1054.0,21,4,2,Health Sciences,Full-time,15,Regular,Fall,$30k-$60k,Yes,No,817,No,2.18,10,1,1,88.0,7,9,4,1,0,Off-campus,Yes,33,15,No
21,Male,No,No,In-state,3.23,965.0,26,0,2,Arts & Sciences,Full-time,12,Regular,Fall,$30k-$60k,No,No,1821,No,3.29,9,0,1,63.2,3,3,0,1,3,Off-campus,Yes,30,9,No
22,Female,Yes,No,In-state,2.93,1155.0,23,4,1,Arts & Sciences,Full-time,18,Transfer,Fall,$60k-$100k,No,No,6832,No,1.97,3,0,0,59.5,3,2,3,1,0,On-campus,No,7,1,Yes
17,Male,No,No,Out-of-state,3.55,1100.0,29,1,1,Business,Full-time,15,Early Decision,Fall,$30k-$60k,Yes,No,6072,No,2.22,0,1,0,88.4,5,4,0,0,1,At home,No,20,12,Yes
21,Female,No,No,Out-of-state,2.87,1214.0,33,5,0,Engineering,Full-time,18,Early Decision,Fall,$60k-$100k,Yes,No,6666,No,3.54,27,2,0,78.2,7,6,2,3,0,On-campus,No,7,2,No
18,Male,No,No,In-state,3.6,1061.0,22,3,5,Engineering,Part-time,3,Early Decision,Fall,$100k+,Yes,No,5391,Yes,3.42,9,0,1,92.0,1,2,0,1,1,Off-campus,No,8,14,No
17,Female,No,No,In-state,3.16,1235.0,21,2,6,Business,Full-time,12,Regular,Fall,$100k+,No,No,23547,No,2.9,8,1,0,84.6,1,2,2,2,2,Off-campus,No,6,9,No
22,Female,No,No,In-state,2.92,1153.0,25,3,1,Computer Science,Part-time,9,Transfer,Fall,$60k-$100k,Yes,No,55707,Yes,3.24,8,3,2,96.4,26,4,2,3,2,On-campus,No,6,38,No
